Name,Population,Median_Age,Household_Income,Per_Capita_Income,Poverty_Count,Poverty_Rate,Unemployment_Rate,County,State
"Carroll County, Iowa",20281.0,42.0,59212.0,31648.0,1707.0,8.416744736452838,1.0896898575020957,Carroll, Iowa
"Cedar County, Iowa",18457.0,42.7,67795.0,32268.0,1256.0,6.80500623069838,1.6633255675353524,Cedar, Iowa
"Floyd County, Iowa",15786.0,44.1,50406.0,29622.0,2258.0,14.303813505637908,1.1402508551881414,Floyd, Iowa
"Greene County, Iowa",8950.0,44.5,53050.0,28451.0,731.0,8.167597765363128,2.4134078212290504,Greene, Iowa
"Louisa County, Iowa",11178.0,41.9,56673.0,29021.0,1120.0,10.019681517266056,2.522812667740204,Louisa, Iowa
"Lyon County, Iowa",11776.0,38.0,64982.0,29124.0,538.0,4.568614130434782,1.0190217391304348,Lyon, Iowa
"Union County, Georgia",23288.0,54.3,50021.0,28953.0,3272.0,14.050154586052905,1.897973205084164,Union, Georgia
"Bladen County, North Carolina",33407.0,44.5,36173.0,23440.0,8008.0,23.9710240368785,2.1013560032328558,Bladen, North Carolina
"Carteret County, North Carolina",69070.0,48.6,57194.0,33722.0,7238.0,10.479223975676847,2.6914724192847834,Carteret, North Carolina
"Bertie County, North Carolina",19380.0,45.4,35527.0,22947.0,4181.0,21.573787409700717,4.6388028895768825,Bertie, North Carolina
"Martin County, North Carolina",22849.0,46.3,40090.0,23575.0,4463.0,19.53258348286577,5.610748829270428,Martin, North Carolina
"Perquimans County, North Carolina",13430.0,49.8,47162.0,27569.0,2008.0,14.951600893521965,2.9560685033507075,Perquimans, North Carolina
"Rockingham County, North Carolina",91077.0,44.7,43579.0,24209.0,16267.0,17.860711266291162,2.7350483656686095,Rockingham, North Carolina
"Camden County, North Carolina",10551.0,41.0,64572.0,28221.0,969.0,9.183963605345463,3.4404321865226044,Camden, North Carolina
"Gaston County, North Carolina",219271.0,40.1,52835.0,27352.0,31210.0,14.233528373565132,3.0920641580509964,Gaston, North Carolina
"Moore County, North Carolina",97294.0,44.3,59963.0,34606.0,10878.0,11.180545562932966,2.1090714740888443,Moore, North Carolina
"Stanly County, North Carolina",61588.0,42.2,52623.0,25863.0,7659.0,12.435864129375851,2.839838929661622,Stanly, North Carolina
"Yancey County, North Carolina",17760.0,47.6,42222.0,24487.0,2883.0,16.23310810810811,2.23536036036036,Yancey, North Carolina
"Chatham County, North Carolina",71338.0,46.7,67031.0,40967.0,7169.0,10.049342566374163,2.0227648658498976,Chatham, North Carolina
"Johnston County, North Carolina",196870.0,38.4,59865.0,27924.0,24414.0,12.401076852745467,2.3761873317417583,Johnston, North Carolina
"Person County, North Carolina",39345.0,43.7,51020.0,27329.0,6237.0,15.852077773541744,3.3854365230651924,Person, North Carolina
"Ashe County, North Carolina",26863.0,48.3,40962.0,24814.0,4317.0,16.07043144846071,1.7533410266909877,Ashe, North Carolina
"Lenoir County, North Carolina",56756.0,42.7,39402.0,23865.0,12836.0,22.61611107195715,5.178307139333287,Lenoir, North Carolina
"Onslow County, North Carolina",195069.0,26.4,50278.0,24413.0,23065.0,11.824021243765024,3.1240227816823785,Onslow, North Carolina
"Rutherford County, North Carolina",66599.0,45.0,42608.0,23978.0,11712.0,17.585849637381944,3.1456928782714457,Rutherford, North Carolina
"Yadkin County, North Carolina",37602.0,44.4,44682.0,25218.0,5731.0,15.241210573905644,1.9812775916174672,Yadkin, North Carolina
"Burke County, North Carolina",89968.0,44.1,44557.0,24481.0,15784.0,17.54401565000889,3.474568735550418,Burke, North Carolina
"Traill County, North Dakota",8008.0,41.2,64453.0,33321.0,489.0,6.106393606393607,1.560939060939061,Traill, North Dakota
"Dickey County, North Dakota",4938.0,41.9,65492.0,33539.0,247.0,5.002025111381126,1.3568246253543943,Dickey, North Dakota
"Ward County, North Dakota",68812.0,31.6,68871.0,34923.0,6319.0,9.18299133871999,1.52299017613207,Ward, North Dakota
"Pembina County, North Dakota",6947.0,48.1,64549.0,36251.0,498.0,7.168561969195336,1.6553908161796458,Pembina, North Dakota
"Hettinger County, North Dakota",2547.0,46.5,60164.0,34181.0,228.0,8.95170789163722,1.0993325480957992,Hettinger, North Dakota
"Cass County, North Dakota",176975.0,32.5,64482.0,37620.0,18360.0,10.374346659132646,1.6194377736968502,Cass, North Dakota
"Emmons County, North Dakota",3310.0,50.9,55902.0,33088.0,322.0,9.728096676737161,0.6948640483383686,Emmons, North Dakota
"Richland County, North Dakota",16254.0,37.3,61371.0,31346.0,1649.0,10.14519502891596,1.7472622123784916,Richland, North Dakota
"Adams County, North Dakota",2311.0,45.6,56681.0,33458.0,195.0,8.437905668541756,0.5192557334487234,Adams, North Dakota
"Eddy County, North Dakota",2301.0,45.8,54868.0,35639.0,240.0,10.430247718383312,0.6084311169056932,Eddy, North Dakota
"Mercer County, North Dakota",8462.0,44.0,82181.0,39025.0,591.0,6.984164500118174,0.8035925313164737,Mercer, North Dakota
"Ransom County, North Dakota",5314.0,46.6,63903.0,34665.0,331.0,6.22882950696274,0.7150922092585623,Ransom, North Dakota
"Sioux County, North Dakota",4373.0,28.2,38939.0,15649.0,1641.0,37.525726046192545,6.6087354219071575,Sioux, North Dakota
"Golden Valley County, North Dakota",1845.0,45.0,58690.0,33111.0,134.0,7.262872628726287,1.6260162601626016,Golden, North Dakota
"Towner County, North Dakota",2224.0,47.6,52300.0,37239.0,227.0,10.2068345323741,1.5737410071942446,Towner, North Dakota
"Divide County, North Dakota",2335.0,51.1,62865.0,40184.0,201.0,8.608137044967881,0.5995717344753747,Divide, North Dakota
"Sargent County, North Dakota",3872.0,45.2,63073.0,37105.0,159.0,4.106404958677686,0.7231404958677686,Sargent, North Dakota
"Meigs County, Ohio",23078.0,43.6,44899.0,24899.0,4483.0,19.42542681341537,3.275847127134067,Meigs, Ohio
"Champaign County, Ohio",38845.0,41.9,60112.0,27722.0,3845.0,9.898313811301326,2.4919552065902946,Champaign, Ohio
"Greene County, Ohio",166502.0,38.3,68720.0,35833.0,18252.0,10.962030486120286,2.675042942427118,Greene, Ohio
"Lawrence County, Ohio",60184.0,41.8,45118.0,24562.0,10712.0,17.79875049847135,2.4026319287518283,Lawrence, Ohio
"Morgan County, Ohio",14640.0,44.5,42341.0,22937.0,2774.0,18.94808743169399,1.8920765027322404,Morgan, Ohio
"Wyandot County, Ohio",22000.0,42.1,55767.0,28541.0,1611.0,7.322727272727272,1.4045454545454543,Wyandot, Ohio
"Erie County, Ohio",74780.0,44.8,54226.0,32790.0,8608.0,11.511099224391547,2.516715699384862,Erie, Ohio
"Logan County, Ohio",45316.0,41.4,56754.0,29424.0,5090.0,11.232235854885692,2.2486538970782948,Logan, Ohio
"Summit County, Ohio",541334.0,41.0,57181.0,33606.0,70281.0,12.982927360926896,2.8176689437574582,Summit, Ohio
"Lemhi County, Idaho",7847.0,52.1,39324.0,25075.0,938.0,11.953612845673506,1.9115585574104756,Lemhi, Idaho
"Payette County, Idaho",23260.0,40.4,50579.0,25768.0,3062.0,13.164230438521063,2.446259673258813,Payette, Idaho
"Benewah County, Idaho",9138.0,46.2,47556.0,23255.0,1558.0,17.049682643904575,3.3267673451521116,Benewah, Idaho
"Bonner County, Idaho",43611.0,47.9,50256.0,27918.0,6262.0,14.358762697484579,1.4835706587787485,Bonner, Idaho
"Clark County, Idaho",913.0,33.2,46154.0,18860.0,121.0,13.25301204819277,1.5334063526834611,Clark, Idaho
"Custer County, Idaho",4169.0,53.0,40875.0,23805.0,760.0,18.22979131686256,1.343247781242504,Custer, Idaho
"Elmore County, Idaho",26743.0,32.3,46855.0,23028.0,3959.0,14.803873910929966,2.722207680514527,Elmore, Idaho
"Fremont County, Idaho",13020.0,37.6,58065.0,23577.0,1613.0,12.388632872503841,2.4654377880184333,Fremont, Idaho
"Madison County, Idaho",39100.0,23.5,39160.0,16585.0,11937.0,30.529411764705888,3.378516624040921,Madison, Idaho
"Shoshone County, Idaho",12609.0,47.3,39386.0,23987.0,2398.0,19.01816163058133,3.5292251566341504,Shoshone, Idaho
"Idaho County, Idaho",16411.0,50.2,41516.0,22672.0,2268.0,13.81999878130522,2.12662238742307,Idaho, Idaho
"Teton County, Idaho",11426.0,37.2,74216.0,31191.0,512.0,4.48100822685104,3.0719411867670225,Teton, Idaho
"Power County, Idaho",7671.0,38.3,48823.0,23343.0,871.0,11.354451831573458,3.154738625994004,Power, Idaho
"Washington County, Idaho",10057.0,45.4,40992.0,22650.0,1328.0,13.204733021775878,1.7699115044247788,Washington, Idaho
"Hancock County, Illinois",17983.0,46.0,52561.0,28576.0,2423.0,13.473836401045432,2.6914307957515438,Hancock, Illinois
"Madison County, Illinois",264776.0,40.2,60738.0,32427.0,34266.0,12.941505272381182,3.0939360062845576,Madison, Illinois
"Grundy County, Illinois",50666.0,37.9,77350.0,35208.0,3814.0,7.527730628034578,2.173054908617219,Grundy, Illinois
"Kankakee County, Illinois",110637.0,37.7,58902.0,27984.0,15039.0,13.593101765232243,2.5208564946627257,Kankakee, Illinois
"Mercer County, Illinois",15589.0,44.9,59787.0,29268.0,1482.0,9.506703444736674,2.2259285393546735,Mercer, Illinois
"DuPage County, Illinois",929060.0,39.3,92809.0,46272.0,58397.0,6.285600499429531,2.242374012442684,DuPage, Illinois
"Alexander County, Illinois",6260.0,45.3,36806.0,19519.0,1553.0,24.80830670926517,2.571884984025559,Alexander, Illinois
"Menard County, Illinois",12306.0,43.2,74684.0,37098.0,1127.0,9.158134243458477,2.60035754916301,Menard, Illinois
"LaSalle County, Illinois",109737.0,41.9,58142.0,30277.0,14186.0,12.927271567474964,2.9206192988691138,LaSalle, Illinois
"Cook County, Illinois",5198275.0,36.8,64660.0,37552.0,734470.0,14.129110137497534,3.712904761675748,Cook, Illinois
"Macon County, Illinois",105528.0,41.1,50480.0,29644.0,17295.0,16.389015237662047,3.6331589720263815,Macon, Illinois
"Stephenson County, Illinois",45093.0,45.3,48805.0,27911.0,6000.0,13.305834608475815,3.49943450202914,Stephenson, Illinois
"Wayne County, Illinois",16402.0,43.4,50251.0,26313.0,2164.0,13.193512986221194,1.341299841482746,Wayne, Illinois
"Woodford County, Illinois",38700.0,40.5,72808.0,37170.0,2651.0,6.850129198966409,1.8630490956072352,Woodford, Illinois
"Franklin County, Illinois",38923.0,42.8,42769.0,24098.0,7425.0,19.07612465637284,3.288544048506025,Franklin, Illinois
"McDonough County, Illinois",30479.0,33.0,44471.0,24094.0,5928.0,19.44945700318252,3.5598280783490277,McDonough, Illinois
"McHenry County, Illinois",307714.0,40.2,86799.0,39006.0,21281.0,6.915837433460942,2.314161851589463,McHenry, Illinois
"Greeley County, Kansas",1185.0,42.2,54112.0,28982.0,86.0,7.257383966244726,0.0,Greeley, Kansas
"Ellis County, Kansas",28775.0,32.5,52883.0,30956.0,4271.0,14.842745438748915,1.6298870547350133,Ellis, Kansas
"Linn County, Kansas",9671.0,44.4,48778.0,27926.0,1565.0,16.182400992658465,1.902595388274222,Linn, Kansas
"Seward County, Kansas",22349.0,29.4,49291.0,20754.0,3668.0,16.412367443733498,2.5370262651572784,Seward, Kansas
"Johnson County, Kansas",591506.0,37.6,89087.0,46517.0,31422.0,5.312203088387945,1.607422409916383,Johnson, Kansas
"Miami County, Kansas",33417.0,42.1,71995.0,35659.0,2254.0,6.7450698746147175,1.4274171828709938,Miami, Kansas
"Woodson County, Kansas",3157.0,47.4,39643.0,22672.0,604.0,19.13208742477035,4.40291415901172,Woodson, Kansas
"Ness County, Kansas",2876.0,50.0,56492.0,34243.0,287.0,9.979137691237833,0.6606397774687065,Ness, Kansas
"Bourbon County, Kansas",14608.0,39.1,43917.0,23102.0,2271.0,15.546276013143485,1.0542168674698795,Bourbon, Kansas
"Kiowa County, Kansas",2505.0,41.6,53274.0,26321.0,155.0,6.187624750499003,1.5169660678642714,Kiowa, Kansas
"Shawnee County, Kansas",177852.0,39.1,56762.0,30974.0,19811.0,11.13903695207251,2.0623889526122845,Shawnee, Kansas
"Chautauqua County, Kansas",3323.0,47.9,40298.0,22962.0,605.0,18.20643996388805,2.9792356304544088,Chautauqua, Kansas
"Reno County, Kansas",62765.0,40.3,49936.0,27073.0,7701.0,12.269576993547359,2.1923046283756866,Reno, Kansas
"Doniphan County, Kansas",7684.0,41.0,49703.0,25775.0,926.0,12.05101509630401,1.31441957313899,Doniphan, Kansas
"Haskell County, Kansas",4018.0,36.9,55064.0,26814.0,418.0,10.403185664509706,1.56794425087108,Haskell, Kansas
"Scott County, Kansas",4917.0,39.7,65417.0,29315.0,292.0,5.938580435224731,0.569452918446207,Scott, Kansas
"Brown County, Kansas",9626.0,42.1,48333.0,25208.0,1257.0,13.058383544566796,1.66216496987326,Brown, Kansas
"Phillips County, Kansas",5340.0,44.3,50093.0,27431.0,511.0,9.569288389513108,1.4232209737827717,Phillips, Kansas
"Decatur County, Kansas",2860.0,50.6,48125.0,30905.0,433.0,15.139860139860142,0.8041958041958042,Decatur, Kansas
"Garrard County, Kentucky",17445.0,43.0,52631.0,26272.0,2712.0,15.546001719690453,2.9693321868730296,Garrard, Kentucky
"Campbell County, Kentucky",92861.0,38.2,63050.0,34025.0,12081.0,13.009767286589634,2.105297164579317,Campbell, Kentucky
"Elliott County, Kentucky",7510.0,41.4,32306.0,13856.0,1808.0,24.0745672436751,0.3595206391478029,Elliott, Kentucky
"Larue County, Kentucky",14204.0,40.9,47643.0,24803.0,2013.0,14.172064207265556,2.076879752182484,Larue, Kentucky
"Mercer County, Kentucky",21592.0,43.2,55093.0,27061.0,3032.0,14.04223786587625,3.7467580585402,Mercer, Kentucky
"Russell County, Kentucky",17778.0,43.3,38390.0,20674.0,4054.0,22.803464956688046,2.384970187872652,Russell, Kentucky
"Washington County, Kentucky",12023.0,40.7,53743.0,26035.0,1777.0,14.780004990435,2.536804458121933,Washington, Kentucky
"Barren County, Kentucky",43884.0,40.5,41459.0,21869.0,10368.0,23.625922887612802,3.0671771032722632,Barren, Kentucky
"Hancock County, Kentucky",8720.0,39.9,57217.0,24830.0,1015.0,11.639908256880734,2.6490825688073394,Hancock, Kentucky
"Hardin County, Kentucky",108527.0,37.0,54367.0,28606.0,13938.0,12.842887023505671,2.685046117556,Hardin, Kentucky
"McLean County, Kentucky",9283.0,42.4,51861.0,25610.0,1471.0,15.846170419045567,3.4148443391145102,McLean, Kentucky
"Powell County, Kentucky",12304.0,38.6,37469.0,20841.0,2548.0,20.708712613784137,2.6332899869960986,Powell, Kentucky
"Caldwell County, Kentucky",12702.0,44.0,44775.0,28799.0,2112.0,16.627302786962687,2.039048968666352,Caldwell, Kentucky
"Boyd County, Kentucky",47682.0,42.3,48308.0,26193.0,8622.0,18.082295205738014,3.2800637557149446,Boyd, Kentucky
"Fayette County, Kentucky",320601.0,34.6,57291.0,34442.0,51715.0,16.130642137735062,2.796310679005992,Fayette, Kentucky
"Johnson County, Kentucky",22634.0,41.8,37055.0,21974.0,5003.0,22.10391446496421,2.854113280904833,Johnson, Kentucky
"Morgan County, Kentucky",13288.0,42.0,36134.0,18310.0,2629.0,19.784768211920532,1.8588199879590608,Morgan, Kentucky
"Pulaski County, Kentucky",64350.0,42.0,39998.0,24646.0,14330.0,22.268842268842267,3.0815850815850814,Pulaski, Kentucky
"Adair County, Kentucky",19222.0,41.8,38021.0,21196.0,3655.0,19.014670689834567,2.491936322963271,Adair, Kentucky
"Breathitt County, Kentucky",12977.0,42.2,27344.0,19053.0,4367.0,33.651845572936736,3.3520844571164368,Breathitt, Kentucky
"Hart County, Kentucky",18729.0,40.5,38396.0,20742.0,3944.0,21.058251908804532,2.3813337604784026,Hart, Kentucky
"Trimble County, Kentucky",8558.0,43.4,53056.0,27237.0,1460.0,17.060060761860246,4.276700163589624,Trimble, Kentucky
"Hickman County, Kentucky",4510.0,48.0,42929.0,28114.0,647.0,14.34589800443459,2.6607538802660757,Hickman, Kentucky
"Lyon County, Kentucky",8271.0,50.6,52528.0,26994.0,1100.0,13.299480111232016,0.6287026961673317,Lyon, Kentucky
"Lewis County, Kentucky",13417.0,42.8,31147.0,19860.0,3219.0,23.99195051054632,1.7664157412238206,Lewis, Kentucky
"Woodford County, Kentucky",26318.0,42.5,63820.0,32264.0,3375.0,12.823922790485597,1.949236264153811,Woodford, Kentucky
"Leslie County, Kentucky",10283.0,42.3,31627.0,15838.0,3680.0,35.78722162792959,3.0438587960711856,Leslie, Kentucky
"Lawrence County, Kentucky",15671.0,41.2,32798.0,18124.0,4115.0,26.25869440367558,2.724778252823687,Lawrence, Kentucky
"McCracken County, Kentucky",65268.0,42.2,46080.0,32357.0,10042.0,15.385793957222528,1.7834160691303549,McCracken, Kentucky
"Brule County, South Dakota",5258.0,40.9,57196.0,31874.0,683.0,12.98972993533663,1.103081019399011,Brule, South Dakota
"Gregory County, South Dakota",4186.0,45.4,43438.0,26546.0,594.0,14.190157668418536,0.4300047778308648,Gregory, South Dakota
"Minnehaha County, South Dakota",188674.0,34.9,61772.0,31716.0,18246.0,9.670648844037864,1.6573560744988711,Minnehaha, South Dakota
"Clark County, South Dakota",3685.0,41.4,48980.0,30991.0,325.0,8.819538670284938,1.791044776119403,Clark, South Dakota
"Kingsbury County, South Dakota",4944.0,45.1,61699.0,35773.0,397.0,8.029935275080906,0.3843042071197411,Kingsbury, South Dakota
"Clay County, South Dakota",13957.0,24.9,50724.0,28192.0,2644.0,18.943899118721788,3.0522318549831624,Clay, South Dakota
"Dewey County, South Dakota",5833.0,26.9,47475.0,17504.0,1809.0,31.013200754328818,9.463397908451912,Dewey, South Dakota
"Hughes County, South Dakota",17608.0,38.0,64783.0,33677.0,1855.0,10.53498409813721,1.62994093593821,Hughes, South Dakota
"Sanborn County, South Dakota",2379.0,42.6,56875.0,32745.0,205.0,8.617065994115174,1.1769651113913409,Sanborn, South Dakota
"Hand County, South Dakota",3256.0,47.4,54155.0,33200.0,262.0,8.046683046683048,0.0,Hand, South Dakota
"Yankton County, South Dakota",22717.0,41.8,58342.0,31772.0,2372.0,10.441519566844214,1.7651978694369854,Yankton, South Dakota
"Beadle County, South Dakota",18346.0,38.1,52313.0,27655.0,2910.0,15.861768232857301,0.7794614629892075,Beadle, South Dakota
"Davison County, South Dakota",19871.0,38.6,50570.0,31560.0,2692.0,13.547380604901614,1.0366866287554728,Davison, South Dakota
"Jerauld County, South Dakota",2018.0,51.6,49632.0,42660.0,157.0,7.7799801783944496,0.04955401387512389,Jerauld, South Dakota
"Stanley County, South Dakota",3017.0,44.5,71382.0,42838.0,140.0,4.640371229698376,0.2983095790520385,Stanley, South Dakota
"Potter County, South Dakota",2315.0,49.2,54583.0,32379.0,167.0,7.213822894168468,0.34557235421166305,Potter, South Dakota
"Charles Mix County, South Dakota",9349.0,35.8,50481.0,22347.0,1716.0,18.354904267836133,3.09123970478126,Charles, South Dakota
"Marshall County, South Dakota",4891.0,39.8,63723.0,32472.0,406.0,8.300960948681249,1.3698630136986298,Marshall, South Dakota
"Perkins County, South Dakota",2897.0,47.5,57981.0,33678.0,261.0,9.009319986192613,1.6223679668622712,Perkins, South Dakota
"Whitley County, Kentucky",36131.0,36.6,39005.0,20547.0,8037.0,22.244056350502333,2.438349339902023,Whitley, Kentucky
"Floyd County, Kentucky",36456.0,42.2,32730.0,19471.0,10973.0,30.09929778362958,3.69760807548826,Floyd, Kentucky
"Kenton County, Kentucky",165668.0,37.1,64339.0,33330.0,18716.0,11.297293381944613,2.2702030567158413,Kenton, Kentucky
"Magoffin County, Kentucky",12491.0,42.3,28147.0,18243.0,3486.0,27.908093827555838,4.995596829717397,Magoffin, Kentucky
"Rowan County, Kentucky",24507.0,30.6,38230.0,20488.0,5991.0,24.446076631166605,2.1871302076957604,Rowan, Kentucky
"Taylor County, Kentucky",25571.0,37.6,44522.0,23602.0,4365.0,17.07011849360604,2.299479879551054,Taylor, Kentucky
"Carlisle County, Kentucky",4784.0,42.8,45109.0,30065.0,796.0,16.638795986622075,1.4841137123745818,Carlisle, Kentucky
"Estill County, Kentucky",14224.0,43.5,31688.0,17746.0,4345.0,30.546962879640045,4.197131608548931,Estill, Kentucky
"Oxford County, Maine",57550.0,47.0,49204.0,25464.0,8592.0,14.929626411815812,2.63249348392702,Oxford, Maine
"Penobscot County, Maine",151774.0,42.0,50808.0,28523.0,21501.0,14.166458023113313,2.5221711228537167,Penobscot, Maine
"Androscoggin County, Maine",107602.0,41.0,53509.0,28956.0,12283.0,11.415215330570064,2.059441274325756,Androscoggin, Maine
"Cumberland County, Maine",292307.0,42.2,73072.0,40527.0,25700.0,8.792126086614415,1.7615041719835651,Cumberland, Maine
"York County, Maine",204316.0,45.2,67830.0,36093.0,14918.0,7.30143503200924,2.1359071242585017,York, Maine
"Somerset County, Maine",50520.0,46.4,44256.0,24386.0,10114.0,20.019794140934287,3.089865399841647,Somerset, Maine
"Worcester County, Maryland",51765.0,50.4,63499.0,38080.0,4606.0,8.897903989181879,2.4070317782285326,Worcester, Maryland
"Talbot County, Maryland",37167.0,50.5,73547.0,49136.0,3179.0,8.553286517609708,1.6600747975354482,Talbot, Maryland
"Barnstable County, Massachusetts",213496.0,53.3,74336.0,44505.0,13529.0,6.3368868737587585,2.116198898340016,Barnstable, Massachusetts
"Berkshire County, Massachusetts",126425.0,47.1,59230.0,35616.0,13063.0,10.33260826577022,2.535890844374135,Berkshire, Massachusetts
"Plymouth County, Massachusetts",515303.0,42.7,89489.0,43412.0,37248.0,7.228368552094593,2.7339254768553647,Plymouth, Massachusetts
"Norfolk County, Massachusetts",700437.0,40.9,103291.0,53889.0,43145.0,6.159725999625947,2.3819415593408118,Norfolk, Massachusetts
"Nantucket County, Massachusetts",11168.0,40.3,107717.0,55398.0,960.0,8.595988538681949,1.7281518624641834,Nantucket, Massachusetts
"Allegan County, Michigan",116143.0,39.8,62965.0,29215.0,11890.0,10.237379781820687,1.361252938188268,Allegan, Michigan
"Alger County, Michigan",9151.0,49.5,45570.0,20851.0,905.0,9.889629548683203,1.868648235165556,Alger, Michigan
"Oceana County, Michigan",26416.0,43.2,50104.0,24345.0,3916.0,14.824348879466992,2.6347668079951543,Oceana, Michigan
"Clare County, Michigan",30651.0,47.2,39565.0,22573.0,6872.0,22.420149424162346,3.9868193533653065,Clare, Michigan
"Isabella County, Michigan",70688.0,28.1,45116.0,23888.0,16707.0,23.634846084200998,3.652670891806247,Isabella, Michigan
"Tuscola County, Michigan",52939.0,44.6,49988.0,25996.0,7380.0,13.940573112450178,2.457545476869605,Tuscola, Michigan
"Alpena County, Michigan",28520.0,48.1,43363.0,25957.0,4002.0,14.032258064516132,2.836605890603085,Alpena, Michigan
"Midland County, Michigan",83355.0,41.8,62625.0,36142.0,8557.0,10.265730909963409,2.51934497030772,Midland, Michigan
"Oscoda County, Michigan",8248.0,51.8,42335.0,24889.0,1321.0,16.01600387972842,3.928225024248303,Oscoda, Michigan
"Clinton County, Michigan",78389.0,40.6,70390.0,34761.0,6838.0,8.723162688642539,1.7693809080355662,Clinton, Michigan
"Gratiot County, Michigan",40916.0,39.5,47848.0,23616.0,5890.0,14.395346563691465,2.4293674846026003,Gratiot, Michigan
"Lenawee County, Michigan",98381.0,41.9,55450.0,27850.0,10608.0,10.782569805145302,2.2575497301308185,Lenawee, Michigan
"Montcalm County, Michigan",63413.0,40.7,49448.0,24200.0,8706.0,13.729046094649362,1.7015438474760696,Montcalm, Michigan
"St. Clair County, Michigan",159247.0,43.8,56951.0,30703.0,19954.0,12.530220349519928,3.118426092799236,St., Michigan
"Washtenaw County, Michigan",367000.0,33.6,72586.0,41399.0,48500.0,13.215258855585832,2.2637602179836507,Washtenaw, Michigan
"Cass County, Michigan",51523.0,45.2,55107.0,31295.0,6172.0,11.97911612289657,3.150049492459678,Cass, Michigan
"Roscommon County, Michigan",23851.0,56.2,42054.0,25807.0,3924.0,16.452140371472893,3.463167162802398,Roscommon, Michigan
"Branch County, Michigan",43513.0,41.2,51947.0,25279.0,6490.0,14.915082848803804,1.8913887803644889,Branch, Michigan
"Jackson County, Michigan",158636.0,41.2,53658.0,28364.0,20509.0,12.928339090748631,2.669003252729519,Jackson, Michigan
"Macomb County, Michigan",870325.0,40.9,62855.0,32238.0,90984.0,10.454025794961654,2.7889581478183443,Macomb, Michigan
"Baraga County, Michigan",8421.0,45.5,46065.0,22920.0,1067.0,12.6707041919012,2.268139175869849,Baraga, Michigan
"Eaton County, Michigan",109456.0,40.9,64348.0,33427.0,10925.0,9.981179652097646,2.4502996637918435,Eaton, Michigan
"Upson County, Georgia",26236.0,42.1,37640.0,21747.0,5359.0,20.426132032322,2.4012806830309503,Upson, Georgia
"Washington County, Georgia",20436.0,41.5,38068.0,20303.0,4116.0,20.14092777451556,2.3536895674300253,Washington, Georgia
"White County, Georgia",29489.0,46.1,52493.0,27406.0,3146.0,10.668384821458847,1.5158194581030215,White, Georgia
"Peach County, Georgia",27145.0,37.9,46636.0,24486.0,5627.0,20.729416098729047,4.184932768465647,Peach, Georgia
"Paulding County, Georgia",159825.0,36.0,68370.0,27979.0,12969.0,8.114500234631628,2.107304864695761,Paulding, Georgia
"Pierce County, Georgia",19250.0,39.4,42804.0,22268.0,4219.0,21.91688311688312,2.711688311688312,Pierce, Georgia
"Pike County, Georgia",18327.0,40.4,64878.0,27639.0,1714.0,9.352321711136575,2.553609428711737,Pike, Georgia
"Richmond County, Georgia",201852.0,34.1,42728.0,22787.0,44200.0,21.897231635059352,4.010364029090621,Richmond, Georgia
"Screven County, Georgia",13989.0,41.4,39842.0,22213.0,3042.0,21.74565730216599,3.5170491100150114,Screven, Georgia
"Tattnall County, Georgia",25382.0,37.3,40730.0,18319.0,4421.0,17.417855172957214,1.5168229453943742,Tattnall, Georgia
"Berrien County, Georgia",19152.0,39.6,40415.0,19547.0,4564.0,23.830409356725145,2.1146616541353382,Berrien, Georgia
"Montgomery County, Illinois",28828.0,43.3,52748.0,26609.0,4284.0,14.860552240876926,1.9217427501040656,Montgomery, Illinois
"Whiteside County, Illinois",56016.0,43.4,54232.0,29856.0,5852.0,10.447015138531848,2.2047272207940587,Whiteside, Illinois
"Adams County, Illinois",66085.0,41.5,52993.0,30343.0,8031.0,12.152530831504881,2.277370053718696,Adams, Illinois
"Clinton County, Illinois",37634.0,40.6,66639.0,31783.0,2733.0,7.2620502736886845,1.3152999946856565,Clinton, Illinois
"DeKalb County, Illinois",104366.0,31.1,63317.0,29430.0,16531.0,15.839449629189582,3.4647298928769907,DeKalb, Illinois
"Edwards County, Illinois",6455.0,43.5,51080.0,28255.0,649.0,10.054221533694813,2.540666150271108,Edwards, Illinois
"Jasper County, Illinois",9594.0,43.1,54256.0,25849.0,1288.0,13.425057327496352,2.3973316656243484,Jasper, Illinois
"Jefferson County, Illinois",37985.0,40.9,49896.0,26466.0,6046.0,15.916809266815848,3.269711728313808,Jefferson, Illinois
"Vermilion County, Illinois",77563.0,40.4,46515.0,25307.0,14081.0,18.15427458968838,2.823511210241997,Vermilion, Illinois
"Will County, Illinois",689315.0,37.9,86961.0,36524.0,45834.0,6.64920972269572,2.5088674988938293,Will, Illinois
"Williamson County, Illinois",67102.0,41.2,50734.0,28375.0,8964.0,13.358767249858424,2.593067270722184,Williamson, Illinois
"Clark County, Illinois",15716.0,42.3,56531.0,30796.0,1718.0,10.931534741664548,2.825146347671163,Clark, Illinois
"Douglas County, Illinois",19623.0,37.8,56714.0,28139.0,2089.0,10.645670896397084,1.9721755083320596,Douglas, Illinois
"Effingham County, Illinois",34137.0,39.4,56685.0,31665.0,3571.0,10.46079034478718,1.4383220552479714,Effingham, Illinois
"Fulton County, Illinois",35092.0,43.2,51643.0,27741.0,4769.0,13.589992020973439,2.9151943462897525,Fulton, Illinois
"Greene County, Illinois",13132.0,42.5,49885.0,25414.0,1666.0,12.686567164179106,1.2260127931769722,Greene, Illinois
