Name,Population,Median_Age,Household_Income,Per_Capita_Income,Poverty_Count,Poverty_Rate,Unemployment_Rate,County,State
"Pickens County, Alabama",20243.0,42.2,39848.0,23024.0,4204.0,20.76767277577434,3.9618633601738873,Pickens, Alabama
"Sumter County, Alabama",12797.0,35.6,24320.0,16799.0,3782.0,29.553801672266943,3.6102211455809954,Sumter, Alabama
"Jefferson County, Alabama",659680.0,37.7,53901.0,32098.0,103417.0,15.67684331797235,3.1995816153286443,Jefferson, Alabama
"Choctaw County, Alabama",12925.0,46.3,35892.0,22308.0,2968.0,22.96324951644101,2.769825918762089,Choctaw, Alabama
"Franklin County, Alabama",31466.0,38.6,43514.0,21641.0,6007.0,19.090446831500667,2.0371194304964093,Franklin, Alabama
"Marengo County, Alabama",19321.0,42.2,33241.0,25635.0,4174.0,21.60343667512033,3.0381450235495056,Marengo, Alabama
"Russell County, Alabama",57952.0,36.3,42443.0,23470.0,11775.0,20.318539480949756,2.804044726670348,Russell, Alabama
"Cherokee County, Alabama",25903.0,46.5,41919.0,24301.0,3560.0,13.743581824499092,1.787437748523337,Cherokee, Alabama
"Covington County, Alabama",37200.0,43.3,42189.0,23687.0,6756.0,18.161290322580644,3.6344086021505375,Covington, Alabama
"Crenshaw County, Alabama",13844.0,41.7,43163.0,24563.0,2065.0,14.916209188095927,1.4518925166136956,Crenshaw, Alabama
"Dallas County, Alabama",39149.0,39.6,33845.0,19612.0,11204.0,28.618866382283073,4.551840404608036,Dallas, Alabama
"Lauderdale County, Alabama",92556.0,41.0,48094.0,28033.0,13175.0,14.234625524007086,2.1532909805955307,Lauderdale, Alabama
"Lowndes County, Alabama",10079.0,42.0,30036.0,20209.0,2664.0,26.431193570790754,3.7404504415120554,Lowndes, Alabama
"Macon County, Alabama",18708.0,38.6,33370.0,20419.0,3995.0,21.354500748342954,4.826812059012188,Macon, Alabama
"Limestone County, Alabama",94727.0,39.7,59686.0,28411.0,12436.0,13.128252768482056,2.8471291184139687,Limestone, Alabama
"Shelby County, Alabama",213432.0,39.3,77799.0,38549.0,15742.0,7.375651261291653,1.8802241463323213,Shelby, Alabama
"Winston County, Alabama",23784.0,45.2,35788.0,22952.0,4127.0,17.352001345442314,3.0146316851664983,Winston, Alabama
"Baldwin County, Alabama",212830.0,43.0,58320.0,32626.0,21704.0,10.197810459051825,1.9856223276793683,Baldwin, Alabama
"Elmore County, Alabama",81144.0,38.7,60891.0,29052.0,8820.0,10.869565217391305,2.035886818495514,Elmore, Alabama
"Jackson County, Alabama",51852.0,43.1,41769.0,22596.0,9536.0,18.39080459770115,2.1233510761397825,Jackson, Alabama
"Talladega County, Alabama",80387.0,41.3,41325.0,23305.0,14653.0,18.22807170313608,3.5988406085561095,Talladega, Alabama
"Washington County, Alabama",16541.0,43.7,41370.0,26752.0,3451.0,20.863309352517987,2.6419200773834715,Washington, Alabama
"Clay County, Alabama",13337.0,43.3,40845.0,23519.0,2342.0,17.560170952987928,2.3693484291819753,Clay, Alabama
"Morgan County, Alabama",119213.0,40.6,52156.0,27367.0,17126.0,14.36588291545385,2.3302827711742853,Morgan, Alabama
"Pike County, Alabama",33333.0,31.2,37446.0,22453.0,7701.0,23.10323103231032,2.7450274502745025,Pike, Alabama
"Colbert County, Alabama",54771.0,42.4,48065.0,25536.0,8390.0,15.31832539117416,1.8969892826495771,Colbert, Alabama
"Dale County, Alabama",49277.0,37.3,47214.0,24645.0,8424.0,17.095196541997282,3.165777137406904,Dale, Alabama
"Hale County, Alabama",14809.0,40.5,34046.0,21191.0,3522.0,23.782834762644335,4.402728070767776,Hale, Alabama
"DeKalb County, Alabama",71310.0,39.5,40440.0,21907.0,14833.0,20.800729210489408,1.7094376665264341,DeKalb, Alabama
"Escambia County, Alabama",37057.0,40.0,36275.0,19028.0,7551.0,20.376716949564184,4.261003319210944,Escambia, Alabama
"Randolph County, Alabama",22647.0,43.4,43395.0,24721.0,3748.0,16.549653375723054,1.6779264361725614,Randolph, Alabama
"Mobile County, Alabama",414114.0,37.9,47583.0,25861.0,76275.0,18.418841188658195,2.6099093486334684,Mobile, Alabama
"Perry County, Alabama",9293.0,36.9,23447.0,15055.0,2612.0,28.107177445389,3.1206284300010765,Perry, Alabama
"Cleburne County, Alabama",14916.0,43.1,44741.0,23142.0,2531.0,16.968356127648164,2.4202198980960037,Cleburne, Alabama
"Conecuh County, Alabama",12394.0,44.8,37837.0,19769.0,2161.0,17.43585605938357,3.4774891076327257,Conecuh, Alabama
"Barbour County, Alabama",25361.0,40.4,32525.0,18473.0,6875.0,27.108552501872953,3.3476597925949294,Barbour, Alabama
"Bibb County, Alabama",22493.0,40.9,47542.0,20778.0,3740.0,16.627395189614543,2.9298003823411727,Bibb, Alabama
"Calhoun County, Alabama",114618.0,39.6,47255.0,25345.0,19969.0,17.422219895653384,3.6730705473834826,Calhoun, Alabama
"Clarke County, Alabama",24128.0,42.5,37404.0,22225.0,5484.0,22.728779840848805,4.476127320954907,Clarke, Alabama
"Fayette County, Alabama",16494.0,43.7,39856.0,22483.0,3146.0,19.07360252212926,2.600945798472172,Fayette, Alabama
"Rock County, Nebraska",1414.0,46.2,56250.0,36140.0,71.0,5.021216407355022,0.14144271570014144,Rock, Nebraska
"Sherman County, Nebraska",3033.0,49.7,50781.0,28448.0,368.0,12.133201450708865,1.6155621496867787,Sherman, Nebraska
"Lincoln County, Maine",34201.0,51.0,57720.0,33595.0,4140.0,12.104909213180902,1.9005292242916876,Lincoln, Maine
"Waldo County, Maine",39539.0,46.2,51931.0,29674.0,5214.0,13.186979943852904,2.761830091808088,Waldo, Maine
"Piscataquis County, Maine",16836.0,51.5,40890.0,24074.0,3040.0,18.05654549774293,2.5481111903064857,Piscataquis, Maine
"Aroostook County, Maine",67809.0,48.0,41123.0,25477.0,10549.0,15.556931970682356,2.2799333421817165,Aroostook, Maine
"Washington County, Maine",31491.0,48.1,41347.0,25157.0,5756.0,18.27823822679496,3.0262614715315492,Washington, Maine
"Knox County, Maine",39759.0,48.4,57751.0,33126.0,3763.0,9.464523755627656,1.6197590482658015,Knox, Maine
"Sagadahoc County, Maine",35452.0,46.9,63694.0,34675.0,3388.0,9.556583549588176,1.2947083380345257,Sagadahoc, Maine
"Kennebec County, Maine",121753.0,44.4,55365.0,30685.0,15117.0,12.416121163338893,2.0303401148226325,Kennebec, Maine
"Franklin County, Maine",29982.0,46.3,51422.0,27252.0,3308.0,11.033286638649855,2.9717830698419045,Franklin, Maine
"Hancock County, Maine",54601.0,48.8,57178.0,34361.0,5748.0,10.527279720151645,2.1116829362099594,Hancock, Maine
"Somerset County, Maryland",25729.0,36.2,37803.0,18772.0,4244.0,16.495005635664036,3.1015585526060088,Somerset, Maryland
"Harford County, Maryland",252222.0,40.9,89147.0,41147.0,17956.0,7.119125215088295,2.271015216753495,Harford, Maryland
"Allegany County, Maryland",71445.0,41.7,45893.0,23607.0,10477.0,14.664427181748199,3.164672125411156,Allegany, Maryland
"Howard County, Nebraska",6417.0,43.1,59348.0,27489.0,505.0,7.869721053451768,1.8700327255726976,Howard, Nebraska
"Gosper County, Nebraska",2013.0,53.4,64053.0,37565.0,107.0,5.315449577744659,1.0928961748633879,Gosper, Nebraska
"Sarpy County, Nebraska",181232.0,34.6,82032.0,36058.0,10654.0,5.878652776551603,1.5797430917277302,Sarpy, Nebraska
"Boyd County, Nebraska",1937.0,54.3,47778.0,29871.0,172.0,8.879710893133714,0.7227671657201858,Boyd, Nebraska
"Fillmore County, Nebraska",5547.0,47.0,60313.0,34483.0,469.0,8.455020731927169,1.0275824770146025,Fillmore, Nebraska
"Hooker County, Nebraska",693.0,53.3,41125.0,27714.0,101.0,14.574314574314576,1.443001443001443,Hooker, Nebraska
"Seward County, Nebraska",17171.0,38.0,70389.0,32040.0,1019.0,5.9344243200745455,1.0541028478248209,Seward, Nebraska
"Webster County, Nebraska",3537.0,45.1,46188.0,29969.0,371.0,10.489115069267744,1.0743567995476393,Webster, Nebraska
"Butler County, Nebraska",8029.0,43.3,58979.0,30095.0,563.0,7.012081205629593,0.983933241997758,Butler, Nebraska
"Arthur County, Nebraska",427.0,45.5,42813.0,25906.0,57.0,13.34894613583138,0.234192037470726,Arthur, Nebraska
"Gage County, Nebraska",21594.0,43.8,53110.0,29565.0,2251.0,10.42419190515884,1.787533574140965,Gage, Nebraska
"Kearney County, Nebraska",6529.0,39.6,60266.0,31094.0,637.0,9.756471128809926,1.516311839485373,Kearney, Nebraska
"Madison County, Nebraska",35080.0,36.6,53188.0,28179.0,5069.0,14.449828962371724,1.6818700114025085,Madison, Nebraska
"Phelps County, Nebraska",9100.0,42.4,59040.0,32864.0,841.0,9.241758241758241,0.3736263736263736,Phelps, Nebraska
"Wayne County, Nebraska",9332.0,32.0,56456.0,27671.0,983.0,10.533647663951992,1.4894984997856835,Wayne, Nebraska
"Knox County, Nebraska",8426.0,45.6,52332.0,28409.0,763.0,9.055305008307618,1.5191075243294565,Knox, Nebraska
"Merrick County, Nebraska",7798.0,43.6,55649.0,28795.0,915.0,11.733777891767119,1.0900230828417543,Merrick, Nebraska
"Pawnee County, Nebraska",2649.0,50.0,46452.0,27162.0,492.0,18.573046432616078,1.3967534918837297,Pawnee, Nebraska
"Wheeler County, Nebraska",783.0,49.4,51591.0,29037.0,103.0,13.154533844189015,0.0,Wheeler, Nebraska
"Lander County, Nevada",5643.0,37.4,88030.0,34000.0,543.0,9.62254120148857,4.111288321814636,Lander, Nevada
"Esmeralda County, Nevada",969.0,55.4,37375.0,25849.0,86.0,8.875128998968007,1.238390092879257,Esmeralda, Nevada
"Mineral County, Nevada",4460.0,52.9,35806.0,22921.0,871.0,19.52914798206278,4.349775784753363,Mineral, Nevada
"Lincoln County, Nevada",5180.0,44.4,58462.0,26432.0,253.0,4.884169884169884,2.8571428571428568,Lincoln, Nevada
"Washoe County, Nevada",456936.0,38.4,64791.0,36071.0,50827.0,11.123439606421908,2.8365022672759426,Washoe, Nevada
"Merrimack County, New Hampshire",149917.0,42.8,75737.0,37367.0,9348.0,6.235450282489643,1.967088455612105,Merrimack, New Hampshire
"Belknap County, New Hampshire",60887.0,47.4,69447.0,37430.0,5186.0,8.51741751112717,2.105539770394337,Belknap, New Hampshire
"Strafford County, New Hampshire",129124.0,36.9,72960.0,35601.0,11321.0,8.767541278151235,2.151420340138162,Strafford, New Hampshire
"Monmouth County, New Jersey",621659.0,43.3,99733.0,51700.0,42734.0,6.874186652167827,2.6619095034415974,Monmouth, New Jersey
"Sussex County, New Jersey",141483.0,44.7,94520.0,44728.0,6920.0,4.891046980909367,2.8830318836892066,Sussex, New Jersey
"Essex County, New Jersey",795404.0,37.6,61510.0,38722.0,122569.0,15.40965345912266,4.167316231751412,Essex, New Jersey
"Gloucester County, New Jersey",291165.0,40.5,87283.0,39337.0,21340.0,7.329177614067625,2.996582693661669,Gloucester, New Jersey
"Passaic County, New Jersey",503637.0,37.2,69688.0,32064.0,77841.0,15.455774694869518,2.2867660636529883,Passaic, New Jersey
"Bergen County, New Jersey",930390.0,41.9,101144.0,51214.0,61205.0,6.578424101720784,2.169305345070347,Bergen, New Jersey
"Warren County, New Jersey",105862.0,44.4,81307.0,39802.0,7885.0,7.4483761878672246,3.2721845421397666,Warren, New Jersey
"Burlington County, New Jersey",445702.0,41.6,87416.0,43187.0,26671.0,5.984043149907337,3.050019968499132,Burlington, New Jersey
"Luna County, New Mexico",24083.0,37.1,29360.0,17168.0,6553.0,27.21006519121372,4.231200431839887,Luna, New Mexico
"Taos County, New Mexico",32786.0,48.8,38329.0,25646.0,5976.0,18.22729213688769,4.02305862258281,Taos, New Mexico
"Colfax County, New Mexico",12168.0,50.2,36302.0,24035.0,2316.0,19.03353057199211,2.5969756738987506,Colfax, New Mexico
"Harding County, New Mexico",441.0,58.5,29375.0,34721.0,63.0,14.285714285714285,0.453514739229025,Harding, New Mexico
"Quay County, New Mexico",8326.0,43.4,29035.0,19784.0,1659.0,19.92553447033389,1.9817439346625032,Quay, New Mexico
"Noxubee County, Mississippi",10700.0,37.0,33784.0,18525.0,3406.0,31.83177570093458,4.700934579439252,Noxubee, Mississippi
"Tate County, Mississippi",28404.0,38.2,51030.0,23340.0,4775.0,16.811012533445993,2.7425714688072103,Tate, Mississippi
"Panola County, Mississippi",34190.0,38.3,38304.0,19892.0,6877.0,20.114068441064642,2.7727405674173733,Panola, Mississippi
"Yalobusha County, Mississippi",12367.0,42.5,41464.0,20690.0,2234.0,18.064203121209676,2.3853804479663623,Yalobusha, Mississippi
"Winnebago County, Iowa",10534.0,41.8,49870.0,28342.0,884.0,8.391873932029617,1.8226694513005504,Winnebago, Iowa
"Shelby County, Iowa",11606.0,46.4,58000.0,32703.0,908.0,7.823539548509393,1.1718076856798207,Shelby, Iowa
"Appanoose County, Iowa",12452.0,45.7,40167.0,26012.0,2170.0,17.42691937038227,2.9392868615483456,Appanoose, Iowa
"Iowa County, Iowa",16189.0,41.7,61443.0,33755.0,1388.0,8.573722898264254,1.5874976836123291,Iowa, Iowa
"Page County, Iowa",15268.0,44.1,51867.0,27390.0,1619.0,10.603877390620909,2.226879748493581,Page, Iowa
"Winneshiek County, Iowa",20262.0,41.5,65263.0,32075.0,1480.0,7.304313493238576,1.1598065343993682,Winneshiek, Iowa
"Pottawattamie County, Iowa",93393.0,39.7,60065.0,30318.0,9765.0,10.455815746362148,1.973381302667224,Pottawattamie, Iowa
"Marshall County, Iowa",39964.0,38.7,56437.0,27196.0,4651.0,11.637974176759085,2.50725653087779,Marshall, Iowa
"Boone County, Iowa",26370.0,41.8,64000.0,32889.0,1973.0,7.481987106560485,1.5206674251042849,Boone, Iowa
"Buena Vista County, Iowa",20058.0,35.0,57125.0,26526.0,2462.0,12.274404227739556,2.7570046864094127,Buena, Iowa
"Howard County, Iowa",9226.0,41.5,55060.0,29032.0,810.0,8.779536093648385,1.2681552135269891,Howard, Iowa
"Guthrie County, Iowa",10669.0,45.5,61161.0,31128.0,914.0,8.566875995875902,1.5465366950979471,Guthrie, Iowa
"Humboldt County, Iowa",9554.0,42.9,54575.0,30480.0,1225.0,12.821854720535901,2.0619635754657737,Humboldt, Iowa
"Madison County, Iowa",16012.0,40.7,66316.0,35470.0,795.0,4.965026230327255,1.4988758431176616,Madison, Iowa
"Lafayette County, Arkansas",6800.0,47.0,32397.0,25876.0,1721.0,25.308823529411764,2.1029411764705883,Lafayette, Arkansas
"Phillips County, Arkansas",18606.0,38.9,29320.0,18651.0,6362.0,34.19327098785338,4.283564441577987,Phillips, Arkansas
"Yell County, Arkansas",21464.0,40.3,43923.0,22015.0,3523.0,16.413529631010064,1.8402907193440181,Yell, Arkansas
"Bradley County, Arkansas",10874.0,40.6,43184.0,22945.0,2211.0,20.33290417509656,3.080743056832812,Bradley, Arkansas
"Polk County, Arkansas",20094.0,43.9,37974.0,23103.0,4747.0,23.62396735343884,3.682691350651936,Polk, Arkansas
"Ouachita County, Arkansas",23830.0,43.0,35425.0,21562.0,5428.0,22.77801091061687,3.3655056651279898,Ouachita, Arkansas
"Little River County, Arkansas",12347.0,42.9,45113.0,25759.0,1952.0,15.809508382603061,4.405928565643477,Little, Arkansas
"Miller County, Arkansas",43572.0,39.5,43371.0,23729.0,8456.0,19.406958597264303,3.077664555218948,Miller, Arkansas
"White County, Arkansas",78762.0,36.9,44029.0,23702.0,11742.0,14.908204464081663,2.4847007440136104,White, Arkansas
"Lake County, California",64195.0,45.6,47040.0,27362.0,11753.0,18.30827946101721,3.6248929044318094,Lake, California
"Yuba County, California",76360.0,32.8,58054.0,25583.0,11572.0,15.154531168150866,3.008119434258774,Yuba, California
"Lassen County, California",30818.0,36.6,56352.0,22134.0,2830.0,9.182945032124085,1.9404244272827569,Lassen, California
"Sonoma County, California",499772.0,42.1,81018.0,42178.0,45418.0,9.087744011269141,2.3326636946447583,Sonoma, California
"Imperial County, California",180701.0,32.4,47622.0,18018.0,41100.0,22.74475514800693,5.4919452576355425,Imperial, California
"Alameda County, California",1656754.0,37.6,99406.0,47314.0,161581.0,9.752866146694078,2.518478905136188,Alameda, California
"Napa County, California",139623.0,41.3,88596.0,45195.0,10614.0,7.601899400528567,2.385710090744362,Napa, California
"Sierra County, California",3040.0,54.8,52148.0,33747.0,291.0,9.572368421052632,2.3355263157894743,Sierra, California
"Yolo County, California",217352.0,31.0,70228.0,34515.0,39919.0,18.366060583753548,3.019065847105157,Yolo, California
"Nevada County, California",99244.0,50.5,66096.0,39233.0,10844.0,10.926605134819233,2.1492483172786265,Nevada, California
"Mendocino County, California",87224.0,43.1,51416.0,29035.0,15251.0,17.48486655049069,4.094056681647253,Mendocino, California
"Los Angeles County, California",10081570.0,36.5,68044.0,34156.0,1480446.0,14.684677088985147,3.168504508722352,Los, California
"Santa Clara County, California",1927470.0,37.1,124055.0,56248.0,142534.0,7.394875147213704,2.3157299465101917,Santa, California
"Siskiyou County, California",43468.0,47.8,45241.0,28615.0,8102.0,18.63899880371768,2.9193889757982885,Siskiyou, California
"Del Norte County, California",27495.0,39.5,45283.0,23674.0,4760.0,17.31223858883433,2.7314057101291143,Del, California
"Chaffee County, Colorado",19557.0,49.2,55771.0,29827.0,1776.0,9.081147415247738,1.4879582758091732,Chaffee, Colorado
"Garfield County, Colorado",59055.0,36.5,75937.0,33393.0,5009.0,8.481923630513927,2.48751164168995,Garfield, Colorado
"Jefferson County, Colorado",574798.0,40.3,82986.0,44119.0,40118.0,6.979495405342399,2.0739459775434157,Jefferson, Colorado
"Rio Blanco County, Colorado",6384.0,36.9,54357.0,26487.0,637.0,9.978070175438596,2.7568922305764407,Rio, Colorado
"Conejos County, Colorado",8128.0,38.8,36084.0,20640.0,1756.0,21.604330708661422,4.355314960629921,Conejos, Colorado
"Adams County, Colorado",504108.0,33.8,71202.0,30313.0,54159.0,10.743531148087316,2.165607369849318,Adams, Colorado
"Eagle County, Colorado",54681.0,37.0,84790.0,44391.0,4354.0,7.962546405515628,1.183226349188932,Eagle, Colorado
"Moffat County, Colorado",13127.0,36.6,57229.0,29100.0,2206.0,16.805058276834007,2.1482440770930142,Moffat, Colorado
"Cheyenne County, Colorado",2026.0,39.4,53977.0,29081.0,203.0,10.01974333662389,3.3563672260612045,Cheyenne, Colorado
"Montgomery County, Alabama",226941.0,36.4,50124.0,29071.0,42442.0,18.701777113875405,3.1369386756910385,Montgomery, Alabama
"Marshall County, Alabama",95643.0,38.8,45983.0,24453.0,19147.0,20.019238208755475,1.8286753865938958,Marshall, Alabama
"Blount County, Alabama",57681.0,40.7,49358.0,24747.0,7739.0,13.416896378356824,1.3227926006830673,Blount, Alabama
"Henry County, Alabama",17133.0,44.4,50017.0,25276.0,2316.0,13.517772719313605,2.527286523084107,Henry, Alabama
"Madison County, Alabama",362276.0,38.5,65449.0,36620.0,44038.0,12.155925316609435,2.577592774569665,Madison, Alabama
"Autauga County, Alabama",55380.0,38.2,58731.0,29819.0,8340.0,15.059588299024918,1.6901408450704225,Autauga, Alabama
"Tallapoosa County, Alabama",40541.0,44.7,45828.0,25217.0,7546.0,18.613255716435205,4.084753706124664,Tallapoosa, Alabama
"Geneva County, Alabama",26417.0,43.2,41732.0,21711.0,5743.0,21.73978877238142,2.2296248627777566,Geneva, Alabama
"Wilcox County, Alabama",10681.0,40.5,31014.0,16841.0,3111.0,29.1264862840558,5.065068813781481,Wilcox, Alabama
"McMinn County, Tennessee",53053.0,42.6,43285.0,23885.0,9937.0,18.73032627749609,2.5766686144044635,McMinn, Tennessee
"Marshall County, Tennessee",32965.0,38.9,53197.0,25410.0,4531.0,13.744880934324286,2.8757773396026085,Marshall, Tennessee
"Rhea County, Tennessee",32719.0,38.9,42206.0,22336.0,6122.0,18.71084079586785,3.725663987285675,Rhea, Tennessee
"Scott County, Tennessee",21969.0,39.4,38864.0,20849.0,4687.0,21.334607856525107,2.8904365241931815,Scott, Tennessee
"Anderson County, Tennessee",76061.0,43.3,50392.0,28455.0,12481.0,16.409197880648428,2.7740892178646086,Anderson, Tennessee
"Fentress County, Tennessee",18213.0,45.2,36520.0,20093.0,3649.0,20.03513973535387,2.9209905012902877,Fentress, Tennessee
"Gibson County, Tennessee",49228.0,39.9,43171.0,23211.0,7600.0,15.438368408222964,2.6509303648330222,Gibson, Tennessee
"Hardeman County, Tennessee",25443.0,40.3,40304.0,18172.0,3816.0,14.998231340643793,4.252643163149,Hardeman, Tennessee
"Loudon County, Tennessee",52340.0,47.6,58065.0,31478.0,5845.0,11.167367214367594,2.0118456247611767,Loudon, Tennessee
"Rutherford County, Tennessee",315815.0,33.5,67429.0,30159.0,34439.0,10.904801861849501,2.4137548881465416,Rutherford, Tennessee
"Smith County, Tennessee",19740.0,40.3,48068.0,28797.0,3482.0,17.639311043566362,1.5248226950354609,Smith, Tennessee
"Wilson County, Tennessee",136666.0,40.4,75991.0,34575.0,10383.0,7.597354133434798,1.969033995287782,Wilson, Tennessee
"Unicoi County, Tennessee",17811.0,46.5,41890.0,23455.0,3142.0,17.640783785301217,2.520914041884229,Unicoi, Tennessee
"Lincoln County, New Mexico",19461.0,50.9,46216.0,27454.0,2026.0,10.410564719181954,1.798468732336468,Lincoln, New Mexico
"Chaves County, New Mexico",65144.0,35.7,43359.0,22041.0,12280.0,18.850546481640674,2.2243030824020638,Chaves, New Mexico
"Lea County, New Mexico",70277.0,31.8,60546.0,25585.0,10698.0,15.222619064558813,2.7832719097286454,Lea, New Mexico
"Santa Fe County, New Mexico",149293.0,46.3,61200.0,38520.0,18797.0,12.59067739277796,2.006792013021374,Santa, New Mexico
"Union County, New Mexico",4133.0,39.8,35884.0,22116.0,670.0,16.210984756835227,1.0162109847568352,Union, New Mexico
"Sierra County, New Mexico",11031.0,55.7,29755.0,25344.0,2849.0,25.82721421448645,3.807451726951319,Sierra, New Mexico
"Socorro County, New Mexico",16858.0,39.4,42083.0,18948.0,4824.0,28.61549412741725,1.5897496737454029,Socorro, New Mexico
"Roosevelt County, New Mexico",18888.0,30.0,42702.0,20123.0,4425.0,23.427573062261754,3.9707750952986025,Roosevelt, New Mexico
"Doña Ana County, New Mexico",216069.0,33.1,40973.0,22154.0,55581.0,25.7237271427183,3.4072449078766507,Doña, New Mexico
"Los Alamos County, New Mexico",18625.0,42.3,121324.0,60746.0,809.0,4.3436241610738255,1.857718120805369,Los, New Mexico
"Rio Arriba County, New Mexico",39159.0,41.3,39952.0,22911.0,9351.0,23.879567915421738,3.074644398478,Rio, New Mexico
"San Miguel County, New Mexico",27738.0,44.0,30946.0,20762.0,7392.0,26.64936188622107,3.1473069435431538,San, New Mexico
"Valencia County, New Mexico",76027.0,38.9,48945.0,23675.0,12525.0,16.474410406829154,3.1541426072316407,Valencia, New Mexico
"Torrance County, New Mexico",15519.0,43.6,36120.0,20876.0,3590.0,23.13293382305561,2.641922804304401,Torrance, New Mexico
"Bernalillo County, New Mexico",677858.0,37.6,53329.0,30734.0,111693.0,16.477344812630374,2.8334842990714866,Bernalillo, New Mexico
"Otero County, New Mexico",66137.0,35.8,41988.0,23170.0,13816.0,20.889970818150204,2.8955047855209637,Otero, New Mexico
"Cibola County, New Mexico",26891.0,37.3,39413.0,20018.0,6660.0,24.766650552229372,5.433044513034099,Cibola, New Mexico
"De Baca County, New Mexico",2040.0,35.4,31625.0,17376.0,323.0,15.833333333333336,3.627450980392157,De, New Mexico
"Guadalupe County, New Mexico",4353.0,43.1,24798.0,17420.0,561.0,12.887663680220538,2.182402940500804,Guadalupe, New Mexico
"Catron County, New Mexico",3526.0,58.1,41910.0,21989.0,571.0,16.19398752127056,2.240499149177538,Catron, New Mexico
"Bronx County, New York",1435068.0,34.2,40088.0,21778.0,392172.0,27.327764259254607,4.667792745709611,Bronx, New York
"Onondaga County, New York",462872.0,39.1,61359.0,34002.0,62610.0,13.526417670543909,2.6767659309701166,Onondaga, New York
"Clinton County, New York",80583.0,39.5,56365.0,27761.0,10902.0,13.528908082349876,2.043855403745207,Clinton, New York
"Seneca County, New York",34390.0,42.1,54545.0,28245.0,3825.0,11.122419307938356,1.6632742076184936,Seneca, New York
"Putnam County, New York",98787.0,44.2,104486.0,47448.0,4847.0,4.906516039559861,2.4871693643900508,Putnam, New York
"Herkimer County, New York",62057.0,44.2,54646.0,27850.0,8307.0,13.386080538859437,2.8908906328053243,Herkimer, New York
"Ontario County, New York",109511.0,43.7,64944.0,36835.0,9193.0,8.394590497758216,1.789774543196574,Ontario, New York
"Steuben County, New York",96422.0,42.9,53663.0,29886.0,12971.0,13.452324158387091,2.9951670780527264,Steuben, New York
"Hamilton County, New York",4515.0,55.3,58675.0,24851.0,443.0,9.811738648947953,1.4617940199335548,Hamilton, New York
"Chautauqua County, New York",128496.0,42.6,46820.0,26165.0,22398.0,17.430892790437056,2.8133171460590214,Chautauqua, New York
"Kings County, New York",2589974.0,35.2,60231.0,34173.0,511631.0,19.754290969716298,3.112733950224983,Kings, New York
"Tioga County, New York",48686.0,44.5,62999.0,31822.0,4899.0,10.0624409481165,3.0378342850100646,Tioga, New York
"Orleans County, New York",40904.0,43.0,52620.0,26298.0,5226.0,12.776256600821435,2.478975161353413,Orleans, New York
"Saratoga County, New York",228502.0,42.8,84291.0,43065.0,13148.0,5.75399777682471,1.8853226667600285,Saratoga, New York
"Columbia County, New York",60371.0,48.2,66787.0,38268.0,6777.0,11.225588444783089,2.5492372165443675,Columbia, New York
"Lewis County, New York",26572.0,42.2,54524.0,26708.0,3540.0,13.322294144211952,2.2617793165738367,Lewis, New York
"Westchester County, New York",968890.0,40.9,96610.0,57049.0,83603.0,8.628740104655844,2.825707768683752,Westchester, New York
"Delaware County, New York",44995.0,47.9,49544.0,27701.0,7071.0,15.715079453272585,2.1802422491387934,Delaware, New York
"Montgomery County, New York",49302.0,41.0,49462.0,26521.0,9544.0,19.358241044988038,3.125633848525415,Montgomery, New York
"Richmond County, New York",474893.0,40.1,82783.0,36907.0,54621.0,11.50174881499622,2.166382743060016,Richmond, New York
"St. Lawrence County, New York",108913.0,39.0,50940.0,25378.0,17328.0,15.909946471036514,3.2181649573512803,St., New York
"Tompkins County, New York",102642.0,31.1,60240.0,33075.0,16838.0,16.404590713353212,1.9670310399251767,Tompkins, New York
"Warren County, New York",64276.0,46.8,61024.0,35271.0,5997.0,9.330076544900116,2.076980521501026,Warren, New York
"Cortland County, New York",47865.0,36.4,56023.0,28229.0,7272.0,15.19272955186462,2.6950799122532123,Cortland, New York
"Dutchess County, New York",293754.0,42.2,81219.0,40093.0,25065.0,8.53264976817337,2.6157941679092027,Dutchess, New York
"Platte County, Wyoming",8582.0,49.2,50903.0,35312.0,1173.0,13.668142624096946,1.0487065951992542,Platte, Wyoming
"Sheridan County, Wyoming",30140.0,42.3,60807.0,35254.0,1726.0,5.726609157266092,1.5859323158593233,Sheridan, Wyoming
"Big Horn County, Wyoming",11882.0,41.6,52804.0,24693.0,1470.0,12.371654603602087,3.4169331762329573,Big, Wyoming
"Crook County, Wyoming",7472.0,42.7,65132.0,29532.0,674.0,9.0203426124197,1.0572805139186296,Crook, Wyoming
"Park County, Wyoming",29148.0,44.5,63582.0,35147.0,2411.0,8.271579525181831,1.5575682722656785,Park, Wyoming
"Albany County, Wyoming",38390.0,27.6,49322.0,29146.0,7454.0,19.41651471737432,2.638707996874186,Albany, Wyoming
"Carbon County, Wyoming",15247.0,38.6,60161.0,29552.0,1796.0,11.779366432740867,1.501934806847249,Carbon, Wyoming
"Goshen County, Wyoming",13342.0,44.1,54289.0,28554.0,1445.0,10.830460200869437,3.605156648178684,Goshen, Wyoming
"Uinta County, Wyoming",20479.0,35.8,63403.0,28159.0,2298.0,11.221251037648322,3.0421407295278082,Uinta, Wyoming
"Washakie County, Wyoming",8027.0,42.9,54158.0,28101.0,825.0,10.277812383206678,1.91852497819858,Washakie, Wyoming
