fips_code,population,median_age,household_income,per_capita_income,poverty_count,poverty_rate,unemployment_rate
5067,17027.0,39.7,34109.0,20295.0,3489.0,20.49098490632525,2.6428613378751398
5069,69282.0,38.7,40726.0,21472.0,13960.0,20.149533789440262,3.7903062844606095
5071,26372.0,38.4,38511.0,21010.0,5833.0,22.11815561959655,1.5660549067192475
5073,6800.0,47.0,32397.0,25876.0,1721.0,25.308823529411764,2.1029411764705883
5075,16549.0,40.8,39993.0,21473.0,2497.0,15.08852498640401,3.0998851894374284
5077,9194.0,42.5,29681.0,16968.0,1668.0,18.14226669567109,4.2418968892756155
5079,13455.0,39.0,46596.0,14764.0,1667.0,12.389446302489779,0.5722779635823114
5081,12347.0,42.9,45113.0,25759.0,1952.0,15.809508382603061,4.405928565643477
5083,21668.0,42.0,41466.0,21491.0,3995.0,18.43732693372716,2.769060365515968
5085,72528.0,36.2,59094.0,27293.0,8775.0,12.098775645268034,1.6710787557908668
5087,16211.0,42.7,41682.0,24356.0,2798.0,17.25988526309296,1.82592067114922
5089,16476.0,52.2,36719.0,21395.0,2960.0,17.965525613012872,1.766205389657684
5091,43572.0,39.5,43371.0,23729.0,8456.0,19.406958597264303,3.077664555218948
5093,42126.0,36.6,39962.0,22750.0,10017.0,23.77866400797607,4.187437686939182
5095,7050.0,47.3,38468.0,23538.0,1887.0,26.76595744680851,3.4326241134751774
5097,8950.0,50.4,35741.0,22631.0,1875.0,20.949720670391066,2.9944134078212286
5099,8351.0,44.3,38042.0,19912.0,1883.0,22.548197820620285,2.3589989222847563
5101,7812.0,49.0,38082.0,19735.0,1226.0,15.693804403481822,1.3440860215053765
5103,23830.0,43.0,35425.0,21562.0,5428.0,22.77801091061687,3.3655056651279898
5105,10355.0,43.7,48667.0,23164.0,1830.0,17.672621921776923,2.1342346692419123
5107,18606.0,38.9,29320.0,18651.0,6362.0,34.19327098785338,4.283564441577987
5109,10756.0,43.1,40401.0,23362.0,1627.0,15.126441056154704,2.1011528449237638
5111,23896.0,40.1,40921.0,20963.0,5000.0,20.92400401740877,2.540174087713425
5113,20094.0,43.9,37974.0,23103.0,4747.0,23.62396735343884,3.682691350651936
5115,63761.0,35.3,43462.0,23391.0,11349.0,17.799281692570695,2.8591145057323444
5117,8189.0,47.2,42660.0,25789.0,1180.0,14.409573818537064,3.19941384784467
5119,392967.0,37.2,51749.0,32692.0,64988.0,16.53777543661427,2.288487328452516
5121,17695.0,41.1,37218.0,23248.0,3241.0,18.315908448714325,1.791466515964962
5123,25900.0,38.8,35348.0,18447.0,5585.0,21.563706563706564,2.1621621621621623
5125,119415.0,39.6,64412.0,30553.0,10815.0,9.056651174475569,1.8816731566386131
5127,10376.0,40.7,36092.0,18281.0,1967.0,18.957208943716267,3.199691595990748
5129,7908.0,47.9,36438.0,20410.0,1702.0,21.52250885179565,1.5427415275670209
5131,127591.0,37.6,46228.0,25961.0,23271.0,18.23874724706288,2.2532937276140173
5133,17081.0,35.3,47704.0,22320.0,3590.0,21.017504829927987,2.4998536385457526
5135,17139.0,47.6,34671.0,21423.0,3743.0,21.83908045977012,1.5695198086236068
5137,12475.0,50.1,38188.0,20695.0,2449.0,19.6312625250501,2.428857715430862
5139,39449.0,40.3,44663.0,25193.0,7444.0,18.869933331643384,2.0659585794316717
5141,16642.0,48.0,38499.0,22168.0,3041.0,18.273044105275808,2.7400552818170887
5143,232289.0,32.0,50451.0,27790.0,36730.0,15.812199458433245,2.405193530472816
5145,78762.0,36.9,44029.0,23702.0,11742.0,14.908204464081663,2.4847007440136104
5147,6533.0,45.5,32845.0,23423.0,1596.0,24.429817847849378,3.4593601714373183
5149,21464.0,40.3,43923.0,22015.0,3523.0,16.413529631010064,1.8402907193440181
6001,1656754.0,37.6,99406.0,47314.0,161581.0,9.752866146694078,2.518478905136188
6003,1039.0,52.2,63750.0,36739.0,205.0,19.73051010587103,4.716073147256979
6005,38429.0,50.5,62772.0,31987.0,3451.0,8.980197246870851,2.628223477061594
6007,225817.0,37.1,52537.0,29506.0,41974.0,18.587617407015415,3.74728209125088
6009,45514.0,52.0,63158.0,33456.0,5147.0,11.308608340290899,2.5794261106472733
6011,21454.0,35.3,59401.0,26932.0,2774.0,12.929989745502008,2.0275939218793697
6013,1142251.0,39.7,99716.0,48178.0,98595.0,8.631640506333548,2.7482576071283806
6015,27495.0,39.5,45283.0,23674.0,4760.0,17.31223858883433,2.7314057101291143
6017,188563.0,45.9,83377.0,42749.0,15643.0,8.295901104670588,2.6076165525580306
6019,984521.0,32.2,53969.0,24422.0,218254.0,22.168546938054142,3.948722272049048
6021,27976.0,36.4,49633.0,22668.0,4818.0,17.221904489562487,2.2698026880183013
6023,135940.0,38.4,48041.0,28769.0,26674.0,19.62189201118141,3.864204796233632
6025,180701.0,32.4,47622.0,18018.0,41100.0,22.74475514800693,5.4919452576355425
6027,17977.0,45.8,57316.0,32590.0,1635.0,9.094954664293263,1.9747455081493017
6029,887641.0,31.6,53350.0,23326.0,179980.0,20.276215271714577,4.2200619394552525
6031,150691.0,31.8,57848.0,22373.0,24725.0,16.407748306136398,2.9835889336456725
6033,64195.0,45.6,47040.0,27362.0,11753.0,18.30827946101721,3.6248929044318094
6035,30818.0,36.6,56352.0,22134.0,2830.0,9.182945032124085,1.9404244272827569
6037,10081570.0,36.5,68044.0,34156.0,1480446.0,14.684677088985147,3.168504508722352
6039,155433.0,34.1,57585.0,22853.0,29273.0,18.833195010068646,3.5732437770614998
6041,259943.0,46.8,115246.0,72466.0,18349.0,7.058855210565393,1.9385019023401284
6043,17420.0,51.7,48820.0,28757.0,2616.0,15.017221584385764,3.639494833524685
6045,87224.0,43.1,51416.0,29035.0,15251.0,17.48486655049069,4.094056681647253
6047,271382.0,31.1,53672.0,23011.0,56217.0,20.715080587511327,5.20926222078104
6049,8907.0,47.8,45507.0,22843.0,1618.0,18.165487818569666,3.1211406758729088
6051,14310.0,37.7,62260.0,34552.0,1713.0,11.970649895178196,2.0335429769392035
6053,433410.0,34.4,71015.0,30073.0,54393.0,12.550010382778432,2.2371426593756487
6055,139623.0,41.3,88596.0,45195.0,10614.0,7.601899400528567,2.385710090744362
6057,99244.0,50.5,66096.0,39233.0,10844.0,10.926605134819233,2.1492483172786265
6059,3168044.0,38.1,90234.0,41514.0,340048.0,10.733689304820262,2.43607727670449
6061,385512.0,42.0,89691.0,43759.0,29588.0,7.674988067816306,2.0497416422835086
6063,18660.0,52.3,55359.0,35198.0,2224.0,11.918542336548768,2.352625937834941
6065,2411439.0,35.6,67005.0,28596.0,325279.0,13.488999721742909,3.45669121217663
6067,1524553.0,36.2,67151.0,32751.0,220713.0,14.477227095417476,3.2225183381620712
6069,60376.0,35.7,86958.0,33174.0,5061.0,8.38246985557175,3.5825493573605405
6071,2149031.0,33.3,63362.0,25215.0,333613.0,15.52388029767835,3.5311728867568686
6073,3316073.0,35.8,78980.0,38073.0,374787.0,11.30213357787962,3.0591907958600433
6075,874961.0,38.2,112449.0,68883.0,89030.0,10.175310670989909,2.6332602253129
6077,742603.0,34.3,64432.0,27521.0,105461.0,14.201531639382011,3.5461747393964203
6079,282165.0,39.2,73518.0,37233.0,33261.0,11.787783743554304,1.9598461892864103
6081,767423.0,39.7,122641.0,61545.0,51085.0,6.6566938963257565,2.0984515710370943
6083,444829.0,33.8,74624.0,36039.0,57556.0,12.938904612783787,2.955517738276956
6085,1927470.0,37.1,124055.0,56248.0,142534.0,7.394875147213704,2.3157299465101917
6087,273962.0,37.8,82234.0,41312.0,34419.0,12.563421204400608,3.016476737649747
6089,179212.0,41.5,54667.0,29720.0,29423.0,16.417985402763208,2.388232930830525
6091,3040.0,54.8,52148.0,33747.0,291.0,9.572368421052632,2.3355263157894743
6093,43468.0,47.8,45241.0,28615.0,8102.0,18.63899880371768,2.9193889757982885
6095,441829.0,38.1,81472.0,35400.0,41121.0,9.306994334912376,2.9855441811198453
6097,499772.0,42.1,81018.0,42178.0,45418.0,9.087744011269141,2.3326636946447583
6099,543194.0,34.1,60704.0,26258.0,81415.0,14.988199427828732,4.197395405692993
6101,96109.0,35.7,59050.0,27371.0,14687.0,15.281607341664152,3.6739535319272902
6103,63912.0,41.0,44514.0,24301.0,13930.0,21.795593941669804,3.626861935160846
6105,12700.0,52.5,40846.0,26523.0,2372.0,18.677165354330707,3.4015748031496065
6107,461898.0,31.0,49687.0,21380.0,108512.0,23.49263257255931,4.079039095211497
6109,54045.0,48.4,60108.0,34702.0,6443.0,11.9215468590989,2.1389582755111483
6111,847263.0,38.1,88131.0,38595.0,74645.0,8.810133335221767,2.6367255503899028
6113,217352.0,31.0,70228.0,34515.0,39919.0,18.366060583753548,3.019065847105157
6115,76360.0,32.8,58054.0,25583.0,11572.0,15.154531168150866,3.008119434258774
8001,504108.0,33.8,71202.0,30313.0,54159.0,10.743531148087316,2.165607369849318
8003,16107.0,31.8,37515.0,22131.0,3528.0,21.90352020860496,4.370770472465388
8005,644560.0,36.6,77469.0,40443.0,51542.0,7.99646270323942,2.2916408092342064
8007,13253.0,50.9,52221.0,31629.0,1153.0,8.699916999924545,2.4824568022334565
8009,3561.0,46.0,35878.0,24061.0,654.0,18.36562763268745,0.9547879809042404
8011,5787.0,40.2,30900.0,13930.0,1177.0,20.338690167617074,1.5379298427509935
8013,322510.0,36.6,83019.0,46826.0,36358.0,11.273448885305884,2.390003410746953
8014,67886.0,37.8,96416.0,50863.0,3763.0,5.543116401025247,1.8604719677105737
8015,19557.0,49.2,55771.0,29827.0,1776.0,9.081147415247738,1.4879582758091732
8017,2026.0,39.4,53977.0,29081.0,203.0,10.01974333662389,3.3563672260612045
8019,9495.0,48.1,67060.0,39203.0,725.0,7.635597682991048,1.7904160084254872
8021,8128.0,38.8,36084.0,20640.0,1756.0,21.604330708661422,4.355314960629921
8023,3745.0,51.9,30965.0,21732.0,1023.0,27.316421895861147,3.951935914552737
8025,5754.0,35.4,42135.0,15517.0,1339.0,23.27076816127911,5.787278415015641
8027,4776.0,59.7,53119.0,29258.0,601.0,12.583752093802344,2.1775544388609718
8029,30565.0,47.3,45269.0,26499.0,5379.0,17.598560444953378,2.551938491738917
8031,705576.0,34.5,68592.0,43770.0,89203.0,12.642578545755525,2.2207388006394777
8033,1857.0,48.8,45972.0,26323.0,246.0,13.247172859450727,1.7232094776521272
8035,336041.0,38.7,119730.0,53313.0,10275.0,3.057662606646213,1.6146839224975524
8037,54681.0,37.0,84790.0,44391.0,4354.0,7.962546405515628,1.183226349188932
8039,25717.0,46.1,99199.0,44690.0,1230.0,4.782828479216083,1.1004393980635376
8041,698974.0,34.2,68779.0,33728.0,68548.0,9.806945608849544,2.8559002194645293
8043,47321.0,45.1,49409.0,22692.0,5226.0,11.043722660129752,1.7603178292935484
8045,59055.0,36.5,75937.0,33393.0,5009.0,8.481923630513927,2.48751164168995
8047,6018.0,49.0,76429.0,49641.0,286.0,4.752409438351612,0.9970089730807578
8049,15303.0,42.9,71198.0,37876.0,1440.0,9.409919623603216,1.927726589557603
8051,16802.0,34.5,56577.0,32191.0,2154.0,12.819902392572313,3.1305796928937037
8053,857.0,56.1,56339.0,33570.0,84.0,9.801633605600934,2.2170361726954493
8055,6679.0,55.0,38137.0,25140.0,1030.0,15.421470279982033,1.2277287019014822
8057,1261.0,51.6,53300.0,28199.0,121.0,9.595559080095162,0.8723235527359239
8059,574798.0,40.3,82986.0,44119.0,40118.0,6.979495405342399,2.0739459775434157
8061,1489.0,42.5,41731.0,25937.0,177.0,11.887172599059772,1.3431833445265278
8063,7447.0,38.3,49349.0,27797.0,421.0,5.65328320128911,1.7590976232039748
8065,7751.0,36.7,50565.0,29122.0,1110.0,14.320732808669849,2.3480841181783
8067,55617.0,40.4,68685.0,39493.0,4919.0,8.844418073610589,2.2349281694445944
8069,344786.0,36.0,71881.0,37363.0,38822.0,11.25973792439368,2.58160134112174
8071,14266.0,45.9,41817.0,25813.0,2474.0,17.341931865975045,3.5889527548016265
8073,5585.0,38.0,47258.0,16753.0,515.0,9.221128021486123,0.7341092211280215
8075,22380.0,38.2,53318.0,26727.0,2701.0,12.068811438784628,1.7068811438784632
8077,151218.0,39.7,55379.0,29596.0,21032.0,13.908397148487616,3.345501196947453
8079,824.0,56.1,62188.0,33955.0,113.0,13.71359223300971,1.3349514563106797
8081,13127.0,36.6,57229.0,29100.0,2206.0,16.805058276834007,2.1482440770930142
8083,26031.0,45.2,49470.0,26072.0,3902.0,14.989819830202453,2.3164688256309787
8085,41686.0,45.2,50489.0,28078.0,6226.0,14.935469941946936,2.835484335268436
8087,28517.0,36.2,53682.0,25064.0,3078.0,10.793561735105376,2.030367850755689
8089,18282.0,39.9,38169.0,21110.0,4226.0,23.11563286292528,3.046712613499617
8091,4796.0,54.1,66417.0,41160.0,344.0,7.172643869891576,1.9182652210175144
8093,17867.0,50.7,73622.0,36500.0,1293.0,7.236805283483517,2.899199641797728
8095,4290.0,37.1,51155.0,26494.0,256.0,5.967365967365968,0.6526806526806527
8097,17926.0,41.8,78935.0,54875.0,1200.0,6.6941872141024215,2.0696195470266647
8099,12022.0,38.3,41929.0,23698.0,1866.0,15.521543836300115,2.3124272167692563
8101,165982.0,39.3,46783.0,25051.0,30591.0,18.43031172054801,3.3503632924052007
8103,6384.0,36.9,54357.0,26487.0,637.0,9.978070175438596,2.7568922305764407
8105,11305.0,42.1,39123.0,24582.0,1894.0,16.753648827952233,3.8920831490490935
8107,25072.0,40.2,77443.0,43769.0,2705.0,10.78892788768347,1.8466815571155075
8109,6592.0,49.0,38571.0,22511.0,1152.0,17.475728155339805,2.7457524271844655
8111,589.0,51.2,54625.0,34502.0,31.0,5.2631578947368425,1.1884550084889642
8113,8049.0,41.8,67038.0,47526.0,909.0,11.293328363771893,1.6399552739470742
8115,2322.0,44.1,43150.0,27527.0,434.0,18.69078380706288,3.05770887166236
8117,30649.0,39.1,79277.0,41281.0,2437.0,7.951319782048353,2.1142614767202845
8119,24524.0,50.0,66592.0,35703.0,1984.0,8.090034252161148,2.9603653563855814
8121,4868.0,41.6,50094.0,27860.0,535.0,10.990139687756779,1.170912078882498
8123,305345.0,34.4,74150.0,31793.0,29866.0,9.781067317296827,2.11072721020485
8125,10003.0,37.8,52022.0,27955.0,1357.0,13.565930220933721,1.939418174547636
9001,943926.0,40.6,95645.0,57263.0,82327.0,8.721764206092429,3.549536722158305
9003,893561.0,40.4,75148.0,40540.0,94192.0,10.541194165815202,3.131851099141525
9005,182002.0,47.3,79906.0,44480.0,12416.0,6.821903056010374,2.7966725640377583
9007,163053.0,45.7,85898.0,46023.0,10944.0,6.711928023403432,2.6396325121279585
9009,857513.0,40.3,69905.0,38009.0,97553.0,11.376270680444494,3.4542916550536265
9011,267390.0,41.4,73490.0,39426.0,24040.0,8.990612962339654,3.1339990276375334
9013,151063.0,37.7,87069.0,41371.0,9996.0,6.617106770023103,2.700197930664689
9015,116566.0,41.2,66550.0,32732.0,12678.0,10.876241785769436,2.9957277422232904
10001,176699.0,37.7,60910.0,28845.0,23134.0,13.092320839393544,2.5738685561321795
10003,556165.0,38.4,73892.0,37532.0,61333.0,11.027842456824862,3.1343216491508814
10005,224384.0,49.6,63162.0,35491.0,24933.0,11.111754848830575,2.0059362521391897
12001,265443.0,31.6,49689.0,28646.0,53601.0,20.193035792995108,2.5772011316930565
12003,28211.0,37.7,63275.0,24686.0,3017.0,10.694409981921943,1.8999680975506008
12005,182161.0,39.8,54316.0,29290.0,26221.0,14.394409341187194,2.419288431662101
12007,27317.0,39.7,45921.0,20529.0,5202.0,19.043086722553717,2.522238898854193
12009,585507.0,47.3,56775.0,32176.0,68456.0,11.691747494052164,2.3620554493797683
12011,1926205.0,40.4,59547.0,32909.0,249553.0,12.955682287191653,3.2320028242061465
12013,14362.0,41.6,38568.0,19304.0,1809.0,12.595738755048046,2.0958083832335332
12015,181067.0,59.1,51499.0,32144.0,19623.0,10.8374248206465,2.149480579012189
12017,145169.0,56.5,44237.0,26989.0,22350.0,15.395848976021053,2.7850298617473426
12019,211405.0,39.7,65740.0,30483.0,21432.0,10.137886994158134,2.9918876090915543
12021,371453.0,50.8,69653.0,45567.0,41243.0,11.103154369462624,1.7226943920226785
12023,69968.0,40.4,46494.0,24275.0,10261.0,14.665275554539216,3.5873542190715755
12027,36903.0,40.9,35438.0,18503.0,9399.0,25.46947402650191,1.83995881093678
12029,16589.0,46.5,39828.0,21144.0,3158.0,19.036711073602987,1.5311350895171498
12031,936186.0,36.2,55807.0,31327.0,132346.0,14.136720694391926,2.964902273693476
12033,313491.0,37.2,50915.0,28022.0,41439.0,13.21856129841048,2.872809745734328
12035,109801.0,51.3,54514.0,29383.0,13488.0,12.284041128951467,1.9844992304259523
12037,11811.0,46.4,46643.0,26574.0,1917.0,16.23063246126492,2.370671408009483
12039,45945.0,40.8,41401.0,20734.0,9681.0,21.07084557623245,2.796822287517684
12041,17953.0,42.1,43640.0,21578.0,2827.0,15.746671865426393,1.9272544978555115
12043,13516.0,47.9,40977.0,21953.0,2143.0,15.855282627996447,3.8842852915063633
12045,15576.0,44.9,47712.0,23252.0,1690.0,10.850025680534156,1.7077555213148434
12047,14326.0,40.9,38569.0,16136.0,3296.0,23.007119921820465,3.47619712411001
12049,27131.0,35.4,38682.0,17754.0,6105.0,22.501935055840182,2.3146953669234454
12051,40732.0,34.0,40820.0,19167.0,10159.0,24.941078267701073,3.466561916920357
12053,186313.0,49.0,48812.0,25860.0,25902.0,13.902411533280018,2.5516201231261366
12055,103437.0,53.5,40942.0,25752.0,18949.0,18.31936347728569,3.405937913899282
